"article_link","headline","is_sarcastic"
"https://local.theonion.com/man-just-going-to-assume-this-counts-as-minced-1823194646","man just going to assume this counts as 'minced'","1"
"https://www.huffingtonpost.com/entry/donald-trump-vermont-primary_us_56d5d2e6e4b0871f60eccfa4","donald trump triumphs in liberal vermont","0"
"https://www.huffingtonpost.com/entry/blowing-out-birthday-candles-increases-cake-bacteria_us_5989fde1e4b0f25bdfb31ffc","blowing out birthday candles increases cake bacteria by 1,400 percent","0"
"https://www.huffingtonpost.com/entry/amber-rose-fearful-over-breast-reduction-surgery-on-wednesday_us_5a5f4b97e4b096ecfca929c9","amber rose fearful over breast reduction surgery on wednesday","0"
"https://www.huffingtonpost.com/entry/traveling-with-teenagers_b_5743868.html","the very best part of an internet-free family vacation","0"
"https://www.theonion.com/taco-bells-five-ingredients-combined-in-totally-new-way-1819564909","taco bell's five ingredients combined in totally new way","1"
"https://entertainment.theonion.com/depressed-nation-really-did-not-think-it-would-take-the-1819574389","depressed nation really did not think it would take them this long to get over death of jack klugman","1"
"https://www.theonion.com/baltimore-named-city-with-best-quality-of-pigeon-life-1819578493","baltimore named city with best quality of pigeon life","1"
"https://www.huffingtonpost.com/entry/trumps-fec-pick-worries-watchdogs_us_59badf91e4b06b71800c37bf","trump's fec pick worries watchdogs","0"
"https://www.theonion.com/small-change-in-procedure-wendys-managers-crowning-achi-1819569429","small change in procedure wendy's manager's crowning achievement","1"
"https://www.theonion.com/nation-s-shark-experts-you-could-ve-had-this-job-1819576153","nation's shark experts: 'you could've had this job'","1"
"https://www.huffingtonpost.com/entry/supreme-court-scalia-memorial_us_581d11ece4b0e80b02ca3059","days before the election, one place in washington rose above politics","0"
"https://www.theonion.com/twitter-creator-on-iran-i-never-intended-for-twitter-t-1819570850","twitter creator on iran: 'i never intended for twitter to be useful'","1"
"https://www.huffingtonpost.com/entry/the-20-funniest-tweets-from-women-this-week_us_5a5fe2d4e4b046f0811cdc16","the 20 funniest tweets from women this week","0"
"https://www.huffingtonpost.com/entry/4-highlevel-languages-for_b_5237720.html","4 high-level languages for front-end developers","0"
"https://www.huffingtonpost.com/entry/matt-damon-ponytail-tweets_us_560991a2e4b0af3706dd4d37","matt damon now knows you are sexually attracted to his ponytail","0"
"https://www.huffingtonpost.com/entry/mayor-same-suit_us_56cde0a7e4b041136f1908e1","this dad just proved a sexist double standard without saying a word","0"
"https://www.theonion.com/nra-please-try-to-remember-all-the-wonderful-things-gu-1819573645","nra: 'please try to remember all the wonderful things guns do for us every day'","1"
"https://local.theonion.com/local-teen-would-choose-gun-with-night-vision-laser-sco-1819577486","local teen would choose gun with night vision laser scope if he joined army","1"
"https://www.huffingtonpost.com/entry/american-horror-story-freak-show-premiere-recap_n_5946260.html","'american horror story: freak show' premiere recap: it's a circus, all right (spoilers)","0"
"https://www.theonion.com/advertiser-reaches-out-to-youth-with-off-set-mixed-typ-1819564028","advertiser reaches out to youth with off-set, mixed-typography font","1"
"https://www.huffingtonpost.com/entry/flix-premiere-aims-to-be-the-netflix-of-festival-films_us_576acd96e4b0c0252e77ffcc","this streaming site wants to be the netflix of indie festival films","0"
"https://www.huffingtonpost.com/entry/aly-raisman-sues-us-olympic-committee_us_5a993edbe4b089ec35393b79","aly raisman sues u.s. olympic committee for silence on larry nassar","0"
"https://www.huffingtonpost.com/entry/president-trump-compliments-kim-jong-un-makes-case_us_59cfcf9ee4b034ae778d4b01","president trump compliments kim jong un, makes case for north korean nukes","0"
"https://local.theonion.com/boyfriend-not-to-be-trusted-with-netflix-queue-1819568575","boyfriend not to be trusted with netflix queue","1"
"https://www.huffingtonpost.com/entry/cherishing-every-moment-is-hard_b_6064032.html","cherishing every moment is hard","0"
"https://politics.theonion.com/arctic-glacier-called-to-melt-before-senate-energy-comm-1819592825","arctic glacier called to melt before senate energy committee","1"
"https://www.theonion.com/report-new-iphone-will-no-longer-secretly-record-every-1819580297","report: new iphone will no longer secretly record every word you say","1"
"https://www.huffingtonpost.com/entry/rally-car-misses-dog-video_us_57c56dbfe4b0cdfc5ac90c02","airborne rally car misses hitting world's luckiest dog by just inches","0"
"https://www.huffingtonpost.com/entry/alexander-motyl_b_6414802.html","ukraine's donbas is like america's deep south","0"
"https://www.theonion.com/levi-s-factory-implicated-in-cruel-treatment-of-denim-c-1819576287","levi's factory implicated in cruel treatment of denim cows","1"
"https://www.huffingtonpost.com/entry/catapults-v-curtains-girl-books-and-boy-books_b_7689190.html","catapults v. curtains -- girl books and boy books","0"
"https://www.huffingtonpost.com/entry/north-korea-icbm_us_5868acfce4b0d9a5945bca0f","north korea rings in new year with promises of intercontinental missile","0"
"https://www.huffingtonpost.com/entry/dallas-is-where-i-finally_b_13206782.html","dallas is where i finally get to see the famous french ""déjeûner sur l'herbe"" painting by monet","0"
"https://www.huffingtonpost.com/entry/marco-rubio-dreamers_us_56c76fcde4b0ec6725e281c1","marco rubio says he'd stop protecting dreamers from deportation on day one","0"
"https://www.huffingtonpost.com/entry/when-the-detainee-is-american_us_594c0535e4b062254f3a5c4a","when the detainee is american . . .","0"
"https://www.theonion.com/sculptor-criticized-for-turning-women-into-objects-1819564967","sculptor criticized for turning women into objects","1"
"https://www.theonion.com/director-for-aspca-commercial-demands-sadder-looking-do-1819570695","director for aspca commercial demands sadder looking dogs","1"
"https://local.theonion.com/dad-reaches-age-where-its-no-longer-enjoyable-to-make-f-1819571904","dad reaches age where it's no longer enjoyable to make fun of how old he is","1"
"https://www.theonion.com/fda-recommends-adding-little-tabasco-to-that-bad-boy-1819578600","fda recommends adding little tabasco to that bad boy","1"
"https://entertainment.theonion.com/rupert-murdoch-acquires-cable-1819564342","rupert murdoch acquires cable","1"
"https://www.huffingtonpost.com/entry/jk-rowling-horcrux_us_55c66823e4b0f73b20b99374","j.k. rowling reveals what her horcrux would be (if she had to make one)","0"
"https://www.theonion.com/report-excitedly-bounding-into-office-remains-leading-1819580264","report: excitedly bounding into office remains leading cause of workplace injuries","1"
"https://www.theonion.com/woman-with-really-pointy-feet-finds-perfect-shoes-1819587690","woman with really pointy feet finds perfect shoes","1"
"https://www.huffingtonpost.com/entry/life-in-the-shadow-of-a-g_b_5930446.html","living in the shadow of a gun crime: 14 years later","0"
"https://www.huffingtonpost.com/entry/nevada-voter-fraud_us_58f8b952e4b070a11750a265","nevada secretary of state says 21 noncitizens could have voted for president in her state","0"
"https://www.huffingtonpost.com/entry/it-is-a-shame-it-was-a-sh_b_6051320.html","it is a shame, it was a sham","0"
"https://www.huffingtonpost.com/entry/librarian-who-amassed-millions-by-living-humbly-leaves-entire-fortune-to-college_us_57c99ba6e4b0a22de095b82e","librarian who amassed millions by living humbly leaves entire fortune to college","0"
"https://www.theonion.com/financial-planner-advises-shorter-life-span-1819570260","financial planner advises shorter life span","1"
"https://www.huffingtonpost.com/entry/necessities-that-people-need_n_6192312.html","6 necessities that you probably take for granted (but many people desperately need)","0"
"https://www.huffingtonpost.com/entry/donald-trump-kim-jong-un_us_5906f2a5e4b05c397680864c","donald trump calls kim jong un a 'smart cookie'","0"
"https://www.huffingtonpost.com/entry/newborn-baby-compton-buried-alive_us_56654216e4b072e9d1c69501","police arrest mother of newborn found buried alive","0"
"https://www.huffingtonpost.com/entry/chris-rock-jb-smoove-oscars-boycott_us_56a01c3fe4b076aadcc538a9","why jb smoove doesn't want chris rock to boycott the oscars","0"
"https://local.theonion.com/abusive-husband-was-himself-abuser-as-child-1819566785","abusive husband was himself abuser as child","1"
"https://www.theonion.com/systems-administrator-would-so-fuck-new-trainee-1819566908","systems administrator would so fuck new trainee","1"
"https://www.huffingtonpost.com/entry/how-americans-get-duped-into-buying-endangered-animal-items_us_56d84119e4b0000de4037364","how americans get duped into buying endangered animal items","0"
"https://www.huffingtonpost.com/entry/comey-trump-inauguration_us_5ad4194de4b077c89ce9efea","comey: trump wouldn't shut up about the inauguration crowd to me, either","0"
"https://www.huffingtonpost.com/entry/jennifer-lawrence-chris-martin-dating_n_5682903.html","this is the most unexpected rumor of the day","0"
"https://politics.theonion.com/labor-dept-creates-20-000-new-hobbies-for-nations-jobl-1819572781","labor dept. creates 20,000 new hobbies for nation's jobless","1"
"https://www.huffingtonpost.com/entry/scrabble-love-story_n_7445412.html","this love story will make every scrabble nerd's heart flutter","0"
"https://www.huffingtonpost.com/entry/supporting-grieving-kids-an-opportunity-and-an-obligation_us_5849a1cce4b0905b34423e59","supporting grieving kids – an opportunity and an obligation","0"
"https://www.theonion.com/new-wondersplint-makes-fractures-appear-larger-fuller-1819587445","new 'wondersplint' makes fractures appear larger; fuller","1"
"https://www.theonion.com/isis-recruiter-excited-to-be-talking-to-popular-high-sc-1819579508","isis recruiter excited to be talking to popular high schooler for once","1"
"https://www.huffingtonpost.comhttp://www.papermag.com/five-formative-queer-movies-lgbt-pride-1880546121.html","5 formative queer movies to break out at your pride party","0"
"https://www.huffingtonpost.com/entry/pope-francis-independence-hall-philly_us_5606f94ee4b0dd850307d321","at philly's independence mall, pope francis offers his definition of religious freedom","0"
"https://www.theonion.com/l-a-fitness-announces-plan-to-close-all-locations-for-1825390422","l.a. fitness announces plan to close all locations for 30-minute, high-intensity diversity training","1"
"https://www.huffingtonpost.com/entry/kevin-berry_n_5687975.html","you won't believe why this man's license was suspended","0"
"https://www.theonion.com/wedding-guest-in-suspenders-bow-tie-unafraid-to-take-d-1819592350","wedding guest in suspenders, bow tie unafraid to take dance floor","1"
"https://politics.theonion.com/disgusted-robert-mueller-eats-2-20-piece-chicken-mcnugg-1819580164","disgusted robert mueller eats 2 20-piece chicken mcnugget meals in one sitting in attempt to get into trump's mind","1"
"https://www.theonion.com/report-nation-spends-50-billion-annually-to-get-kids-1819578335","report: nation spends $50 billion annually to get kids excited about things","1"
"https://www.theonion.com/man-in-suit-slams-fist-on-desk-1819569670","man in suit slams fist on desk","1"
"https://www.huffingtonpost.com/entry/warren-love-missouri_us_59a83c11e4b0a8d14573f1f4","missouri gop lawmaker urges lynching for vandals of confederate statue","0"
"https://www.theonion.com/cop-vows-to-hunt-down-punk-who-successfully-pressed-bru-1819570012","cop vows to hunt down punk who successfully pressed brutality charges against his partner","1"
"https://www.theonion.com/smoking-ban-collapses-fragile-prison-economy-1819567315","smoking ban collapses fragile prison economy","1"
"https://www.huffingtonpost.com/entry/girltrek-harriet-tubman-walking-journey_us_5a9ff20ae4b0e9381c1433b5","women honor harriet tubman with 100-mile trek along the underground railroad","0"
"https://local.theonion.com/man-given-3-months-to-live-throws-in-one-or-two-non-sex-1819576932","man given 3 months to live throws in one or two non-sexual things to do","1"
"https://www.theonion.com/discovery-of-neolithic-gift-shop-suggests-stonehenge-al-1819577445","discovery of neolithic gift shop suggests stonehenge always meant as tourist attraction","1"
"https://www.huffingtonpost.com/entry/the-beyhive-swarms-rachael-ray-thinking-she-is-rachel-roy_us_571e0fc8e4b0d0042da9a5f8","the beyhive swarms rachael ray, thinking she is rachel roy","0"
"https://local.theonion.com/dad-can-t-believe-lawn-didn-t-get-him-anything-for-fath-1819575133","dad can't believe lawn didn't get him anything for father's day","1"
"https://www.huffingtonpost.com/entry/tom-macarthur-town-hall-obamacare_us_5913c749e4b030d4f1ef9c82","gop congressman who revived obamacare repeal faces rage at rowdy town hall","0"
"https://www.theonion.com/focus-group-reveals-95-percent-of-americans-would-like-1819564313","focus group reveals: 95 percent of americans would like to go home","1"
"https://entertainment.theonion.com/willow-rented-1819586068","willow rented","1"
"https://www.huffingtonpost.com/entry/8-awesome-yes-awesome-things-about-toddlers_b_5505192.html","8 awesome (yes, awesome!) things about toddlers","0"
"https://www.huffingtonpost.comhttp://mic.com/articles/130677/you-may-not-have-noticed-but-there-were-almost-no-latino-films-in-2015#.83SBSwMLz","you may not have noticed but there were almost no latino films in 2015","0"
"https://entertainment.theonion.com/pure-silk-to-stream-from-cindy-crawfords-ass-1819586187","pure silk to stream from cindy crawford's ass","1"
"https://www.huffingtonpost.com/entry/loretta-sanchez-comments-on-barack-obama-endorsement-for-kamala-harris_us_5793e4d5e4b0d3568f8380f5","senate candidate takes heat for implying obama supports her opponent because she's black","0"
"https://www.huffingtonpost.com/entry/new-york-times-drone-security_n_7155844.html","why the new york times is naming names in national security stories","0"
"https://local.theonion.com/old-friends-from-high-school-meet-up-every-year-to-say-1819580216","old friends from high school meet up every year to say names of former classmates","1"
"https://www.theonion.com/bianchi-introduces-new-bike-for-blocking-commuters-on-s-1819579824","bianchi introduces new bike for blocking commuters on subway during rush hour","1"
"https://sports.theonion.com/sports-psychologists-suggest-tigers-slump-may-be-becaus-1819572875","sports psychologists suggest tiger's slump may be because of all that shit he went through","1"
"https://www.huffingtonpost.com/entry/trump-health-care-mean_us_594051cfe4b09ad4fbe3de6a","trump calls the health care bill he's been praising 'mean'","0"
"https://www.huffingtonpost.comhttp://pubx.ch/1LMztzh","wedding couple does lightsaber duel instead of first dance","0"
"https://www.theonion.com/coworker-obsessively-checks-e-mail-every-couple-of-minu-1819565470","coworker obsessively checks e-mail every couple of minutes","1"
"https://www.huffingtonpost.com/entry/bernie-sanders-john-mccain_n_5488221.html","bernie sanders praises john mccain: he's 'a no bullsh*t guy'","0"
"https://local.theonion.com/freshman-asks-new-roommate-not-to-hide-masturbation-fro-1819572874","freshman asks new roommate not to hide masturbation from him","1"
"https://www.huffingtonpost.com/entry/hillary-clinton-glass-ceiling_us_57584835e4b0ced23ca69fe5","what a hillary clinton nomination means for the glass ceiling (hint: not much)","0"
"https://www.huffingtonpost.com/entry/jeopardy-game-of-thrones-categories_us_561cf3f6e4b050c6c4a2acf7","'jeopardy' had 'game of thrones' categories! now our watch begins!","0"
"https://www.huffingtonpost.com/entry/confronting-depression_b_10463826.html","finding the courage to confront depression","0"
"https://www.huffingtonpost.com/entry/belgium-terrorism-brussels_us_56facc03e4b0a372181b2a40","watch: how belgium became a hotbed for terrorism","0"
"https://www.huffingtonpost.com/entry/burkina-faso-hotel-siege_us_569a3fd8e4b0ce496424a515","burkina faso, french troops end deadly hotel siege claimed by al qaeda group","0"
"https://entertainment.theonion.com/area-man-guesses-he-doesnt-need-mc-lyte-wikipedia-page-1819572880","area man guesses he doesn't need mc lyte wikipedia page open anymore","1"
"https://entertainment.theonion.com/steven-spielberg-claims-he-dislikes-black-actors-to-get-1819574985","steven spielberg claims he dislikes black actors to get out of cannes jury duty","1"
"https://www.huffingtonpost.com/entry/clint-dempsey_n_5411424.html","clint dempsey talks world cup, jurgen klinsmann and the pressures facing team usa","0"
"https://www.huffingtonpost.com/entry/trump-muslim-executive-order-science_us_588cf36ae4b0b065cbbc5237","trump's anti-muslim order could have 'chilling' effect on science","0"
"https://www.huffingtonpost.com/entry/how-to-stop-yelling-at-your-kids_us_591b321fe4b086d2d0d8d302","how to stop yelling at your kids","0"
"https://www.huffingtonpost.com/entry/never-trump-conservative-media_us_5728b7c2e4b0bc9cb0448be2","#nevertrump conservative media will have to decide if never means never","0"
"https://local.theonion.com/quiet-loner-really-comes-out-of-shell-at-gun-store-1819575332","quiet loner really comes out of shell at gun store","1"
"https://local.theonion.com/area-man-thanked-for-playing-1819564457","area man thanked for playing","1"
"https://local.theonion.com/breaking-mrs-nichols-also-daniel-s-mom-1819576838","breaking: mrs. nichols also daniel's mom","1"
"https://www.huffingtonpost.com/entry/donald-trump-north-carolina-bathroom-bill_us_5718ca1ee4b0c9244a7aec8c","donald trump thinks north carolina got it wrong on anti-lgbt bathroom bill","0"
"https://www.huffingtonpost.com/entry/ed-sheeran-justin-bieber-golf-club_us_58b836bfe4b02a4e8ddacd1f","ed sheeran once got 'hammered' and hit justin bieber in the face with a golf club","0"
"https://www.theonion.com/instant-gratification-sped-up-1819564006","instant gratification sped up","1"
"https://www.huffingtonpost.com/entry/roy-moore-may-have-been-banned-from-mall-new-yorker_us_5a0aeaa4e4b0bc648a0da9f9","roy moore may have been banned from a mall for harassing teen girls in 1980s","0"
"https://www.huffingtonpost.com/entry/all-about-otters_b_6544400.html","all about otters!","0"
"https://www.theonion.com/god-shuts-down-andromeda-galaxy-1819571477","god shuts down andromeda galaxy","1"
"https://local.theonion.com/tiny-dog-suffocates-in-louis-vuitton-bag-1819587641","tiny dog suffocates in louis vuitton bag","1"
"https://www.theonion.com/nutritionists-reveal-humans-with-proper-diet-should-not-1825656204","nutritionists reveal humans with proper diet should not be defecating","1"
"https://www.huffingtonpost.com/entry/5-friendship-lessons-children-playground_b_5874708.html","5 friendship lessons you learned on the playground","0"
"https://www.huffingtonpost.com/entry/malaysia-floods_n_6384172.html","more than 160,000 evacuated from worst-ever floods in malaysia","0"
"https://www.huffingtonpost.com/entry/jerry-jones-satire_b_5673214.html","what those racy photos of cowboys' jerry jones represent","0"
"https://politics.theonion.com/nation-s-optimists-need-to-shut-the-fuck-up-right-now-1819579426","nation's optimists need to shut the fuck up right now","1"
"https://politics.theonion.com/obama-rachel-goldstein-really-hitting-it-off-on-group-1819574702","obama, rachel goldstein really hitting it off on group trip to israel","1"
"https://www.huffingtonpost.com/entry/fun-fall-recipes-from-joy_n_5857876.html","fun fall recipes, from joy bauer (video)","0"
"https://www.huffingtonpost.com/entry/trump-obamacare-enrollment_us_59fa3adfe4b01b47404810d0","trump doesn't really want you to know that obamacare enrollment just started","0"
"https://www.huffingtonpost.com/entry/london-vehicle-injures-pedestrians_us_5947194ee4b06bb7d2741b74","several injured after vehicle plows into crowd near london mosque","0"
"https://www.huffingtonpost.com/entry/please-leave-your-type-a-ness-off-my-yoga-mat-and-ill-do-the-same_b_5695226.html","please leave your type a-ness off my yoga mat (and i'll do the same)","0"
"https://www.huffingtonpost.com/entry/spring-cleaning-tips_n_6723080.html","35 things in your home to get rid of right now","0"
"https://www.theonion.com/first-draft-of-paper-inadvertently-becomes-final-draft-1819565751","first draft of paper inadvertently becomes final draft","1"
"https://local.theonion.com/grin-slowly-spreads-across-mom-s-face-as-meal-revealed-1819578438","grin slowly spreads across mom's face as meal revealed to contain healthy ingredients","1"
"https://www.huffingtonpost.com/entry/facebook-biggest-country_n_6565428.html","facebook is now bigger than the largest country on earth","0"
"https://www.theonion.com/poll-80-percent-of-americans-in-favor-of-storming-cast-1819564953","poll: 80 percent of americans in favor of storming castle, destroying inhuman monster","1"
"https://www.theonion.com/class-clown-has-nothing-on-wilmot-proviso-1819569375","class clown has nothing on wilmot proviso","1"
"https://politics.theonion.com/donald-trump-is-the-45th-president-of-the-united-state-1819579433","'donald trump is the 45th president of the united states,' spontaneously reports subconscious during first calm moment of day","1"
"https://local.theonion.com/man-planning-to-rub-up-against-strangers-wondering-wher-1819576559","man planning to rub up against strangers wondering where train is already","1"
"https://local.theonion.com/lunch-barely-misses-area-man-s-vital-organs-1819576885","lunch barely misses area man's vital organs","1"
"https://www.huffingtonpost.com/entry/huffpost-hill_n_5462142.html","huffpost hill - president impressed his gum keeps its flavor all through the longest day","0"
"https://www.huffingtonpost.com/entry/finding-balance-between-real-life-and-technology_us_56c1f54fe4b0c3c55051efca","father-son duo share lessons about balancing life and technology","0"
"https://politics.theonion.com/john-kelly-hoping-prejudiced-anti-immigrant-comments-go-1825966974","john kelly hoping prejudiced anti-immigrant comments got him back on trump's good side","1"
"https://entertainment.theonion.com/crocodile-hunter-the-same-way-in-bed-1819587275","crocodile hunter the same way in bed","1"
"https://local.theonion.com/friend-dishonorably-discharged-from-navigation-duties-a-1825687837","friend dishonorably discharged from navigation duties after missing exit","1"
"https://www.huffingtonpost.com/entry/smart-money-moves_us_55de07b9e4b0a40aa3ad2fae","4 money moves that jump-start your way to financial freedom","0"
"https://www.theonion.com/new-arrivals-consult-wise-couple-who-have-been-at-resor-1819577603","new arrivals consult wise couple who have been at resort for 3 days already","1"
"https://www.theonion.com/internet-collapses-under-sheer-weight-of-baby-pictures-1819567467","internet collapses under sheer weight of baby pictures","1"
"https://www.huffingtonpost.com/entry/chris-rock-oscars-tweet_us_569a5908e4b0ce496424a82d","chris rock calls out the oscars lack of diversity in perfect tweet","0"
"https://www.huffingtonpost.com/entry/donald-trump-transition-poll_us_5878cb01e4b0e58057fe4158","donald trump's transition gets 'historically low' marks","0"
"https://www.huffingtonpost.com/entry/climate-change-democratic-debate_us_561da270e4b028dd7ea5abe0","climate change gets its due in the democratic debate","0"
"https://www.huffingtonpost.com/entry/a-writers-guide-to-being-_4_b_6050874.html","a writer's guide to being a writer 6: the influencer - the loudest voice in the room","0"
"https://www.huffingtonpost.com/entry/trevor-noah-donald-trump-guns_us_5a990832e4b0a0ba4ad1ffa7","trevor noah issues warning about donald trump's apparent flip on gun control","0"
"https://www.huffingtonpost.com/entry/ya-female-characters_b_5578985.html","the 10 most crushworthy leading women in ya","0"
"https://politics.theonion.com/sasha-obama-orders-secret-service-agent-to-stop-squirmi-1819571121","sasha obama orders secret service agent to stop squirming during makeover","1"
"https://www.huffingtonpost.com/entry/want-to-challenge-trump-o_b_14040380.html","want to challenge trump on immigration? try a strategy from the antebellum south","0"
"https://www.huffingtonpost.com/entry/kingston-police-ignoring-us-plea_us_586f51eee4b043ad97e2d23f","cops write super-friendly letter to wanted woman","0"
"https://www.huffingtonpost.com/entry/the-ultimate-houston-texas-road-trip-playlist_us_59f231f1e4b077d8dfc85c57","the ultimate houston, texas, road trip playlist","0"
"https://www.huffingtonpost.com/entry/trump-heritage-study-paris-agreement_us_5930579ee4b07572bdbfd318","trump keeps citing a paris agreement study that seriously misses the point","0"
"https://www.huffingtonpost.com/entry/alias-execs-jennifer-garner_us_57123f8ae4b0060ccda36d75","j.j. abrams admits 'alias' execs doubted jennifer garner's hotness","0"
"https://www.theonion.com/texas-now-regretting-wasting-doses-of-pancuronium-bromi-1819577583","texas now regretting wasting doses of pancuronium bromide on innocent guys back in 1997, 2000, 2004","1"
"https://www.theonion.com/nation-can-t-wait-to-wake-up-and-start-eating-again-1819574367","nation can't wait to wake up and start eating again","1"
"https://www.huffingtonpost.comhttp://pubx.co/4f1Zho","the 9 amazing spring cleaning tips all dog owners should know","0"
"https://politics.theonion.com/one-of-those-fucking-people-wins-new-hampshire-primary-1819573193","one of those fucking people wins new hampshire primary","1"
"https://local.theonion.com/student-reporter-hits-it-out-of-the-park-with-5-accurat-1819575654","student reporter hits it out of the park with 5 accurate sentences","1"
"https://www.theonion.com/woman-wonders-whatever-happened-to-those-rainforests-sh-1819566066","woman wonders whatever happened to those rainforests she gave $5 to save that one time","1"
"https://www.huffingtonpost.com/entry/gender-pay-gap-affects-everyone_us_570d0be0e4b0836057a25b16","an important reminder that the pay gap is not just a 'women's issue'","0"
"https://www.theonion.com/report-u-s-children-lead-world-in-hand-mouth-coordina-1819565156","report: u.s. children lead world in hand-mouth coordination","1"
"https://www.huffingtonpost.com/entry/is-jebs-mulligan-on-iraq-convincing-or-a-tar-baby_b_7302308.html","is jeb's mulligan on iraq convincing or a tar baby he can't escape?","0"
"https://www.theonion.com/hair-carefully-disheveled-in-20-minute-ritual-1819586755","hair carefully disheveled in 20-minute ritual","1"
"https://www.theonion.com/bar-owner-considering-sept-11-options-1819566571","bar owner considering sept. 11 options","1"
"https://www.huffingtonpost.com/entry/historical-basketball-league-ncaa_us_5ac243dae4b0f112dc9deb5c","the plot to put amateurism and the ncaa in the past","0"
"https://www.huffingtonpost.com/entry/blizzard-time-lapse_us_58c8f008e4b022994fa33565","oh, no!!! watch mr. bill, gumby and pokey get buried in blizzard time lapse","0"
"https://www.huffingtonpost.com/entry/pumpkin-dog-treats_us_56339520e4b0c66bae5c276a","how to make pumpkin treats for your dog","0"
"https://local.theonion.com/area-man-feels-even-lazier-when-he-thinks-about-how-muc-1819576802","area man feels even lazier when he thinks about how much isis has accomplished this year","1"
"https://local.theonion.com/storybook-romance-leads-to-in-flight-magazine-marriage-1819564916","storybook romance leads to in-flight-magazine marriage","1"
"https://www.huffingtonpost.com/entry/trump-government-shutdown_us_5908cc29e4b0bb2d087277b5","white house: government shutdown possible if democrats keep hurting trump's feelings","0"
"https://local.theonion.com/swimsuit-skirt-conceals-hideous-thigh-region-1819563946","swimsuit skirt conceals hideous thigh region","1"
"https://www.theonion.com/used-bookstore-owner-rises-from-chair-1819586812","used-bookstore owner rises from chair","1"
"https://www.theonion.com/hardened-snacker-keeps-trying-to-rediscover-that-first-1819576632","hardened snacker keeps trying to rediscover that first mind-blowing nacho cheese high","1"
"https://local.theonion.com/determined-circle-of-friends-diligently-traces-back-how-1822770554","determined circle of friends diligently traces back how they got onto this conversation topic","1"
"https://www.huffingtonpost.com/entry/mitch-mcconnell-lame-duck-garland_us_56eeac18e4b09bf44a9d81b1","mitch mcconnell rules out 'lame duck' action on supreme court","0"
"https://www.huffingtonpost.com/entry/indian-country-all-too-fa_b_7625632.html","indian country all too familiar with rachel dolezals of the world","0"
"https://www.huffingtonpost.com/entry/mick-mulvaney-puerto-rico-debt-relief-promesa_us_59da6ff9e4b046f5ad990b43","white house official gives lip service to puerto rican debt relief but offers no new deal","0"
"https://www.huffingtonpost.com/entry/government-shutdown-2018_us_5a61f3ade4b01d91b254dd39","government shuts down as congress fails to reach spending agreement","0"
"https://www.huffingtonpost.com/entry/7-ways-to-learn-from-the-_b_7533678.html","7 ways to learn from the things you're bad at","0"
"https://www.huffingtonpost.com/entry/civilian-casualties-afghanistan_us_5795cd7fe4b01180b52f6c2b","un: civilians are being killed, wounded in record numbers in afghanistan","0"
"https://local.theonion.com/area-mans-life-comes-to-tragic-middle-1819591955","area man's life comes to tragic middle","1"
"https://www.huffingtonpost.com/entry/jazz-jennings-has-a-message-and-a-mission_us_59652823e4b0deab7c646c47","jazz jennings has a message – and a mission","0"
"https://www.huffingtonpost.com/entry/the-best-flatirons-for-every-price-point_us_58c8176de4b03400023f4b99","the best flatirons for every price point","0"
"https://www.huffingtonpost.com/entry/joy-behar-apologizes-for-disparaging-mike-pences-christian-faith_us_5aa926f6e4b001c8bf15c750","joy behar publicly apologizes for disparaging mike pence's christian faith","0"
"https://www.huffingtonpost.com/entry/the-ebola-fighters-time-f_b_6413250.html","the ebola fighters 'time' forgot","0"
"https://local.theonion.com/unfunny-inside-joke-from-5-years-ago-only-thing-holding-1819571302","unfunny inside joke from 5 years ago only thing holding friendship together","1"
"https://www.huffingtonpost.com/entry/who-needs-the-apple-watch_b_7269902.html","who needs the apple watch? this startup is building straps that make any regular watch 'smart'","0"
"https://www.huffingtonpost.com/entry/butch-lesbians-arielle-scarcella_us_58e68832e4b07da81324b90f","butch lesbians open up about a big misconception about their sex lives","0"
"https://www.huffingtonpost.com/entry/from-the-other-side-an-ho_b_7061300.html","from the other side; an honest review from employees","0"
"https://www.huffingtonpost.com/entry/president-trump-is-less-unpopular-than-hes-been-in-a-while_us_5a7ca9c5e4b0c6726e10dc95","president trump is less unpopular than he's been in a while","0"
"https://www.huffingtonpost.com/entry/georgia-ski-lift-accident-malfunction_us_5aac312be4b0c33361b0737f","georgia ski lift malfunction hurls people into air, injuring 11","0"
"https://www.huffingtonpost.com/entry/goodell-must-go-banners-flying_n_5818780.html","'goodell must go' banners flying over nfl stadiums","0"
"https://www.huffingtonpost.com/entry/npr-facebook-segment_us_5733925fe4b0365741118b1b","facebook was so adorable and harmless back in the day","0"
"https://www.huffingtonpost.com/entry/eric-trump-charity_us_593b2076e4b0c5a35c9fa069","new york attorney general examining eric trump charity payments to trump properties","0"
"https://www.huffingtonpost.com/entry/grateful-for-my-moms-lega_b_7246294.html","grateful for my mom's legacy this mother's day","0"
"https://www.theonion.com/mans-dream-to-get-drunk-in-an-a-frame-finally-realized-1819566350","man's dream to get drunk in an a-frame finally realized","1"
"https://www.huffingtonpost.com/entry/not-just-fun-games-7-ways_b_7186280.html","7 ways stand-up comedy can teach us to effectively motivate others","0"
"https://www.theonion.com/health-inspector-repulsed-by-restaurants-customers-1819571395","health inspector repulsed by restaurant's customers","1"
